CATCHMENT,P_MAN_DEPTH,P_MAN_DELAY,P_MAN_MATCH,P_MAN_LENGTH,P_MAN_FACTOR,P_MAN_OFFSET,P_NWP_SELECT,P_NWP_MULT,P_UNIT
upper_murray,0,0,3,6,0.5,0,PME,1,hour
