URBS_SUBCATCHMENT_ID,SC_P_OBS_SELECT,SC_P_OBS_MULT,SC_P_MAN_SELECT,SC_P_MAN_DEPTH,SC_P_MAN_DELAY,SC_P_MAN_MATCH,SC_P_MAN_LENGTH,SC_P_MAN_FACTOR,SC_P_MAN_OFFSET,SCEN_SC_P_OBS_SELECT,SCEN_SC_P_OBS_MULT,SCEN_SC_P_MAN_SELECT,SCEN_SC_P_MAN_DEPTH,SCEN_SC_P_MAN_DELAY,SCEN_SC_P_MAN_MATCH,SCEN_SC_P_MAN_LENGTH,SCEN_SC_P_MAN_FACTOR,SCEN_SC_P_MAN_OFFSET
upper_murray_upper_m,Gauges,1,None,0,0,3,6,0.5,0,Gauges,1,None,0,0,3,6,0.5,0
