ROWS_SITE_ID,NAME,HYDRO_SITE_ID,LONGITUDE,LATITUDE,DATA_ENTRY,DATA_ENTRY_SEQ,EWSRC_ID,JAN_PROP,FEB_PROP,MAR_PROP,APR_PROP,MAY_PROP,JUN_PROP,JUL_PROP,AUG_PROP,SEP_PROP,OCT_PROP,NOV_PROP,DEC_PROP
SA_border,Total trade SA border,SA_border,0,0,y,1,Y,0.318,0.3988,0.6244,1,0,0,0,0,0.0793,0.1259,0.1562,0.2413
