ROWS_SITE_ID,HYDRO_SITE_ID,HYDSTRA_SITE_ID,PARENT_ID,STORAGES_PARENT,SHORT_NAME,LONG_NAME,DATA_ENTRY,DATA_ENTRY_PARAMS,DATA_ENTRY_SEQ,OPS_REACH,OPS_REACH_SEQ,RATING,CAPACITY,PARAMS2HYDRO_OBS,PARAMS2HYDRO_FCST,PARAMS2HYDRO_CALC,TO_MDBC_OPS,DOWNSTREAM_SITE,FSL,FSV,SURL,SURV,OPT,OPC,OPT_SENSOR_2,LATITUDE,LONGITUDE,GAUGEZ,ELEVATION,CEASE_TO_FLOW,CATCHMENT,STATION_TYPE,MODEL_TYPE,EWSRC_ID,H_TIMESTEP,Q_TIMESTEP,V_TIMESTEP,DEAD_STORAGE,R_WEEKLY,R_FLOW_SAL,R_STORAGE,R_FLOW_LEVEL,R_RIVER_SAL,FL_MAJOR,FL_MODERATE,FL_MINOR,SMS_CMD,SMS_NO,V_H_HMAX,V_H_HMIN,V_H_SMAX,V_H_SMIN,V_H_ROR,V_H_ROF,V_H_SRD,V_H_SRT,V_Q_HMAX,V_Q_HMIN,V_Q_SMAX,V_Q_SMIN,V_Q_ROR,V_Q_ROF,V_Q_SRD,V_Q_SRT,V_WT_HMAX,V_WT_HMIN,V_WT_SMAX,V_WT_SMIN,V_WT_ROR,V_WT_ROF,V_WT_SRD,V_WT_SRT,V_AT_HMAX,V_AT_HMIN,V_AT_SMAX,V_AT_SMIN,V_AT_ROR,V_AT_ROF,V_AT_SRD,V_AT_SRT,V_EC_HMAX,V_EC_HMIN,V_EC_SMAXR,V_EC_SMIN,V_EC_ROR,V_EC_ROF,V_EC_SRD,V_EC_SRT,V_DO_HMAX,V_DO_HMIN,V_DO_SMAX,V_DO_SMIN,V_DO_ROR,V_DO_ROF,V_DO_SRD,V_DO_SRT,SO_H_MAX,SO_H_MIN,SO_H_WL1,SO_Q_MAX,SO_Q_MIN,SO_Q_WL1,H_OBS,Q_OBS,P_OBS,WT_OBS,AT_OBS,EC_OBS,DO_OBS,EVAP_OBS,pH_OBS,H_PREFERRED,Q_PREFERRED,P_PREFERRED,V_PREFERRED,EC_PREFERRED,WT_PREFERRED,AT_PREFERRED,DO_PREFERRED,EVAP_PREFERRED,pH_PREFERRED,THRESHOLD,SOURCE_PARAMS,SOURCE_SEQ,EWSRC_Q_SEQ,EWSRC_QORD_SEQ,EWSRC_H_SEQ,EWSRC_V_SEQ,EWSRC_P_SEQ,EWSRC_E_SEQ,EWSRC_EC_SEQ,FLOOD_OPS,FLOOD_OPS_PARAMS,DAILY_FLOOD
R_LKKONRD,,LKKONRD,,,Lake Konardin,Lake Konardin sample site in the lake,Hattah,DO;DO%;EC;H;pH1;WT;,HAT_25,,,,,DO;DO%;EC;H;pH1;WT;,,,,,,,,,,,,-34.69366209,142.34392853,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LKKRAM,,LKKRAM,,,Lake Kramen,Lake Kramen Sampled in the lake,Hattah,DO;DO%;EC;H;pH1;WT;,HAT_19,,,,,DO;DO%;EC;H;pH1;WT;,,,,,,,,,,,,-34.78321085,142.46567278,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LKLOCKI,,LKLOCKI,,,Lake Lockie,Lake Lockie - Hattah Lakes - sample site in the lake,Hattah,DO;DO%;EC;H;pH1;WT;,HAT_11,,,,,DO;DO%;EC;H;pH1;WT;,,,,,,,,,,,,-34.73137018,142.36187203,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LKMOURN,,LKMOURN,,,Lake Mournpall,Lake Mournpall - Hattah Lakes - sampled in the lake,Hattah,DO;DO%;EC;H;pH1;WT;,HAT_10,,,,,DO;DO%;EC;H;pH1;WT;,,,,,,,,,,,,-34.70566292,142.33580257,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LKPUMP,,LKPUMP,,,Pump To Lake Kramen,Pump taking water from the Murray to Lake Kramen,Hattah,Q;,HAT_15,,,,,Q;,,,,,,,,,,GMW,,-34.73610531,142.49990147,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LLAKES,,LOWERLAKES,,,Lower Lakes,Lower Lakes,SStorage,V;%Full;cap;,SBS_26;,,,,,V;,,,SStorage,,,2015000.00,,,,,,-35.48118200,139.20011700,,0.000,,,Storage,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LLHATAH,,LLHATAH,,,Lake little Hattah,Lake little Hattah Sampled in the lake,Hattah,DO;DO%;EC;H;pH1;WT;,HAT_09,,,,,DO;DO%;EC;H;pH1;WT;,,,,,,,,,,,,-34.75173294,142.34460653,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LLHATTR,,LLHATTR,,,Lake L Hattah Reg U/S,Lake Little Hattah Regulator - Lake Hattah Side,Hattah,StopLogs;H;,HAT_07,,,,,StopLogs;H;,,,,,,,,,,,,-34.75272500,142.34705900,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LLHTRDS,,LLHTRDS,,,Lake little Hattah Reg D/S,Lake little Hattah Reg Lk Little Hattah side (16),Hattah,H;,HAT_08,,,,,H;,,,,,,,,,,,,-34.75226300,142.34684500,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LMRTURN,,LMRTURN,,,L.M. Return,L.M. Return to Murray - Flow (ML/d) #,,,,,,,,,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LOWERDAR,,LOWERDARLING,,R_SOUTHBASIN,Lower Darling Summary,Lower Darling Catchment,SStorage,V;%Full;active;dead;cap;,SBS_02,,,,,V;,,,SStorage,,,,,,,,,-33.28323400,142.60100400,,0.000,,,Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LOWERLAKES,,LOWERLAKES,,,Lower Lakes (Combined Storage),Lower Lakes,,,,,,,,,,,,,,,,,,,,-35.50300000,139.07900000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LOXTWTP,LOXTWTP,LOXTWTP,,,Loxton WTP,Loxton Water Treatment Plant,SADiversions,Q;,SAD_04,,,,,Q;,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_113,,,,,,,,,
R_LTEDREG,,LTEDREG,,,Little Edwards Reg,Little Edwards (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_48,,,,,GatesOpen;H;,,,,,,,,,,,,-35.80695363,144.96113391,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LTGCRDS,LTGCRDS,LTGCRDS,,,little gun Ck reg DS,Little Gunbower Creek regulator D/S - Gunbower Project,Gunbower,H;,GUN_13,,,,,H;,,,gunbower,,,,,,,GMW,,-35.69524200,144.17431000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LTGUNCK,LTGUNCK,LTGUNCK,,,little gun Ck reg US,Little Gunbower Creek regulator U/S - Gunbower Project,Gunbower,H;Q;GatesOpen;,GUN_12,,,,,H;Q.forest;GatesOpen;,,,gunbower,,,,,,,GMW,,-35.69542000,144.17443400,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LTMURWR,LTMURWR,LTMURWR,,,L.M. at L.M. Weir,LITTLE MURRAY - LITTLE MURRAY WEIR (ML/d),Tatura,EC;Q;,TAT_24,MIDOPS;,MD_07;,,,Q;EC,,,,,,,,,,GMW,,-27.00000000,0.00000000,,0.000,,,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,OPC,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,,,,EWS_PQ_025,,,,,,EWS_OEC_041,,,
R_LTWCUT1,,LTWCUT1,,,Little Woodcutter 1,Little Woodcutter 1 (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_08,,,,,GatesOpen;H;,,,,,,,,,,,,-35.83840235,145.04959591,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LTWCUT2,,LTWCUT2,,,Little Woodcutter 2,Little Woodcutter 2 (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_09,,,,,GatesOpen;H;,,,,,,,,,,,,-35.83888800,145.05076900,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LTWCUT3,,LTWCUT3,,,Little Woodcutter 3,Little Woodcutter 3 (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_10,,,,,GatesOpen;H;,,,,,,,,,,,,-35.83883900,145.05306800,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LTWCUT4,,LTWCUT4,,,Little Woodcutter 4,Little Woodcutter 4 (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_11,,,,,GatesOpen;H;,,,,,,,,,,,,-35.83815100,145.05421600,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_LVICIND,LVICIND,LVICIN,,,Lake Victoria Inlet (FCK_DWL),Frenchman Creek D/S of the Inlet Regulator,SouthOz,H;,SOU_06,,,,,H;,,,,,,,,,,SAW,,-34.14197500,141.51865000,,0.000,,South Australia,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MAINS,,MAINS,,,Mains Reg,Mains (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_37,,,,,GatesOpen;H;,,,,,,,,,,,,-35.76832689,144.95489046,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MALLEEC,,MALLEEC,,,Mallee Cliffs SI,Mallee Cliffs Salt Interception Scheme,,,,,,,,,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MAMANAD,MAMANAD,MAMANAD,,,Mannum Pumps Div,Mannum Adelaide No. 1 Pumping Station Diversion,SADiversions,Q;,SAD_08,YARRA;,,,,Q;,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_117,,,,,,,,,
R_MAMBONK,MAMBONK,MAMBONK,,,MB Onkaparinga Div,Murray Bridge Onkaparinga Pumping Station Diversion,SADiversions,Q;,SAD_09,YARRA;,,,,Q;,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_118,,,,,,,,,
R_MARYADA,,MARYADA,,,Mary Ada,Mary Ada (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_19,,,,,GatesOpen;H;,,,,,,,,,,,,-35.81928809,145.12758555,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MAWARRN,,MAWARRN,,,Warren Trunk/Swan Re,Warren Trunk/Swan Reach to Sth Para,,,,,,,,,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MBTOALX,,MBTOALX,,,Murray Bridge_Milang,Murray Bridge to Milang Reach,,,,,,,,,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MCARTHY,,MCARTHY,,,McCartneys Reg,McCartneys (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_49,,,,,GatesOpen;H;,,,,,,,,,,,,-35.78951790,144.91282519,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MCLAREN,,MCLAREN,,,McLarens Reg,McLarens (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_32,,,,,GatesOpen;H;,,,,,,,,,,,,-35.78526189,144.96906001,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MENINDE,MENINDE,MENINDE,Z_MDBATOTAL,R_LOWERDAR,Menindee Lakes,Menindee Lakes (Calculated Total Storage Volume),SStorage;Menindee,V;%Full;active;dead;cap;,MEN_07;SBS_01;,,,,,V;,QI;V;,VL_calc.evap,SStorage;Menindee,R_425012,,1731000.00,,2050000.00,,,,-32.34467222,142.32416670,,0.000,,,Storage,,Y,,,,36000.00,mdba_storage,obs_vol;fcst_vol;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPO,OPT,OPT,OPT,OPT,OPC,,EustonToSA,V;,282,,,,EWS_OV_022,,,,,,
R_MERANCK,MERANCK,MERANCK,,,Merran Creek - Murray D (D),ZONE D - Glenn Hayes divided by 7,NSWDivs(ABCDE),QORD;,NSWDiv_05,,,,,QORD;,,,,,,,,,,,,0.00000000,0.00000000,,0.000,,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,EWS_OQORD_017,,,,,,,,
R_MERBPUM,MERBPUM,MERBPUM,,,MERBEIN Pumps,MERBEIN IRRIGATION PUMPS,RMR_and_FMIT,Q;QORD.longterm;QORD;,RMR_02,MIDOPS;,MD_16;,,,Q;QORD;QORD.longterm;,Q;,,,,,,,,,LMW,,-34.16130400,142.04723500,,0.000,,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,EustonToSA,Q;QORD;,283,EWS_OQ_104,EWS_OQORD_051,,,,,,,,
R_MESSENG,,MESSENG,,,Messengers Reg U/S,Messengers Regulator Lake side,Hattah,DO;DO%;EC;GatesOpen;H;pH1;WT;,HAT_21,,,,,DO;DO%;EC;GatesOpen;H;pH1;WT;,,,,,,,,,,,,-34.73655500,142.49864300,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MHORSUS,,MHORSUS,,,,Mulcra Island - Horseshoe Inlet Culvert U/S,,,MUL_0,,,,,,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MHORWET,,MHORWET,,,Horseshoe Wetland,Mulcra Island Horseshoe wetland,Mulcra Regulators,,MUL_0,,,,,H,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MILACCT,MILACCT,MILACCT,,,Murray Irrig.Ltd,Murray Irrigation. Ltd (Net) - For Weekly Report,,,,,,,,,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,nsw_diversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MILDINF,,MILDINF,R_414210A,,Inflow to Mildura (Lock 11),Inflow to Mildura Weir Lock 11,,Q;,,,,,,,,,,,,,,,,,,-34.17700000,142.16500000,,,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,EustonToSA,,,,,,,,,,,,
R_MILLPUM,MILLPUM,MILLPUM,,,MILLEWA PUMPS,MILLEWA PUMPED DIVERSION FROM MURRAY,RMR_and_FMIT,Q;QORD.longterm;QORD;,RMR_05,MIDOPS;,MD_41;,,,Q;QORD.longterm;QORD;,Q;,,,,,,,,,LMW,,-35.71622400,145.26524100,,0.000,,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,EustonToSA,Q;QORD;,284,EWS_OQ_107,EWS_OQORD_054,,,,,,,,
R_ML1REUS,,ML1REUS,,,L1 Regulator U/S,Mulcra Island - L1 Regulator U/S,OtherRegulators,StopLogs;,MUL_0,,,,,DO;DO%;EC;H;pH;StopLogs;WT,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_ML5REUS,,ML5REUS,,,L5 Regulator U/S,Mulcra Island - L5 Regulator U/S,OtherRegulators,StopLogs;,MUL_0,,,,,DO;DO%;EC;H;pH;StopLogs;WT,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MLPCRDS,,MLPCRDS,,,LPCR D/S,Mulcra Island ? L5 Regulator U/S,Mulcra Regulators,,MUL_0,,,,,,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MLPCRUS,,MLPCRUS,,,LPCR U/S,Mulcra Island - Lower Potterwalkagee Ck Reg U/S,OtherRegulators,StopLogs;,MUL_0,,,,,DO;DO%;EC;H;pH;StopLogs;WT,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MOIRACK,,MOIRACK,,,Moira Creek Reg,Moira Creek (MDBC_Ops Regulator worksheet),BMRegulators,GatesOpen;H;,BMR_30,,,,,GatesOpen;H;,,,,,,,,,,,,-35.95432324,144.94981674,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MOIRPUM,MOIRPUM,MOIRPUM,,,Moira Actual & Forcast (B),MOIRA IRRIGATION PUMP Diversions - FROM MURRAY,NSWDivs(ABCDE),QORD;Q;,NSWDiv_03,EDWOPS;,EW_22;,,,QORD;Q;,QDIV.irrig,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;QORD;,285,EWS_OQ_099,EWS_OQORD_045,,,,,,,,
R_MORGPUM,MORGPUM,MORGPUM,,,Morgan Whyalla pumps,MORGAN TO WHYALLA PUMPS,SADiversions,Q;,SAD_01,MIDOPS;,MD_46;,,,Q;,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_110,,,,,,,,,
R_MORTOMB,,MORTOMB,,,Morgan to Murray Bri,Morgan to Murray Bridge Reach,,,,,,,,,,,,,,,,,,,,-27.00000000,0.00000000,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_MRLPUMP,,MRLPUMP,,,Murray R Level @ PS,Murray River Level @ Main Hattah Pump Station,Hattah,H;,HAT_16,,,,,H;,,,,,,,,,,GMW,,-34.73599700,142.50026600,,0.000,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
